reportingEntity,facilityName,type,State,electricityProductionGJ,electricityProductionMWh,totalScope1EmissionstCO2e,totalEmissionstCO2e,emissionIntensitytCO2eMWh,gridConnected,grid,primaryFuel,YearStart,YearEnd,YearLabel
SPIC PACIFIC ENERGY PTY LTD,Yaloak South Wind Farm,F,VIC,326343.0,1174834.8,26.0,26,2.2130771066706568e-05,On,NEM,Wind,2019,2020,2019-20
SPIC PACIFIC ENERGY PTY LTD,Yambuk Wind Farm,F,VIC,351243.0,1264474.8,27.0,27,2.135273870226595e-05,On,NEM,Wind,2019,2020,2019-20
SRV AGWF PTY LTD,Albany Windfarm,F,WA,336517.0,1211461.2,12.0,26,9.905393585861438e-06,On,SWIS,Wind,2019,2020,2019-20
STANWELL CORPORATION LIMITED,Barron Gorge Power Station,F,QLD,228877.0,823957.2000000001,330.0,508,0.01,On,NEM,Hydro,2019,2020,2019-20
STANWELL CORPORATION LIMITED,Kareeya Power Station,F,QLD,665031.0,2394111.6,27.0,94,1.1277669762762938e-05,On,NEM,Hydro,2019,2020,2019-20
STANWELL CORPORATION LIMITED,Mackay Gas Turbine,F,QLD,529.0,1904.4,234.0,238,1.59,On,NEM,Diesel,2019,2020,2019-20
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Coopers Cogeneration,F,SA,87599.0,315356.4,19168.0,19168,0.79,On,NEM,Gas,2019,2020,2019-20
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Glenorchy Landfill,F,TAS,26853.0,96670.8,293.0,293,0.04,On,NEM,Landfill Gas,2019,2020,2019-20
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Hobart Landfill,F,TAS,18980.0,68328.0,346.0,346,0.07,On,NEM,Landfill Gas,2019,2020,2019-20
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Kemps Creek Landfill,F,NSW,8792.0,31651.2,113.0,113,0.05,On,NEM,Landfill Gas,2019,2020,2019-20
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Kincumber Landfill,F,NSW,5347.0,19249.2,85.0,85,0.06,On,NEM,Landfill Gas,2019,2020,2019-20
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Rockingham Landfill,F,WA,49902.0,179647.2,1443.0,1443,0.1,On,SWIS,Landfill Gas,2019,2020,2019-20
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Werribee Biogas,F,VIC,243495.0,876582.0,3222.0,3222,0.05,On,NEM,Sludge Biogas,2019,2020,2019-20
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Woy Woy Landfill,F,NSW,23420.0,84312.0,353.0,353,0.05,On,NEM,Landfill Gas,2019,2020,2019-20
SWF1 OPERATIONS HOLDINGS PTY LTD,SWF 1 Operations Holdings Pty Ltd,F,NSW,2742313.0,9872326.8,46.0,46,4.659489189519131e-06,On,NEM,Wind,2019,2020,2019-20
VENA ENERGY SERVICES AUSTRALIA PTY LTD,Tailem Bend Solar farm,F,SA,685909.0,2469272.4,27.0,592,1.0934395087394975e-05,On,NEM,Solar,2019,2020,2019-20
WATER CORPORATION,Cocos Keeling Islands - Home Island Generation,F,WA,9282.0,33415.200000000004,1840.0,1840,0.71,Off,Off-grid,Diesel,2019,2020,2019-20
WATER CORPORATION,Cocos Keeling Islands - West Island Generation,F,WA,8789.0,31640.4,1948.0,1948,0.8,Off,Off-grid,Diesel,2019,2020,2019-20
WEL 1 PTY LTD,Clermont Solar Farm,F,QLD,5939.0,21380.4,3.0,3,0.00014031542908458214,On,NEM,Solar,2019,2020,2019-20
WILD CATTLE HILL PTY LTD,Wild Cattle Hill Wind Farm,F,TAS,278313.0,1001926.8,113.0,176,0.00011278269031230624,On,NEM,Wind,2019,2020,2019-20
YARA AUSTRALIA PTY LTD,YPF UTILITIES PRODUCTION AND SUPPLY,F,WA,57594.0,207338.4,22904.0,22904,1.43,Off,Off-grid,Gas,2019,2020,2019-20
ACCIONA ENERGY OCEANIA PTY LTD,Cathedral Rocks Wind Farm,F,SA,512455.0,1844838.0,47.0,236,2.54764917027945e-05,On,NEM,Wind,2020,2021,2020-21
ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,F,NSW,575522.0,2071879.2,48.0,294,2.3167373850753462e-05,On,NEM,Wind,2020,2021,2020-21
ACCIONA ENERGY OCEANIA PTY LTD,Mt Gellibrand Wind Farm,F,VIC,1018498.0,3666592.8000000003,60.0,967,1.6363966023170066e-05,On,NEM,Wind,2020,2021,2020-21
ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,F,VIC,2339624.0,8422646.4,158.0,1027,1.875894968118334e-05,On,NEM,Wind,2020,2021,2020-21
AGL ENERGY LIMITED,Banimboola Hydro,F,VIC,7240.0,26064.0,15.0,48,0.01,On,NEM,Hydro,2020,2021,2020-21
AGL ENERGY LIMITED,Bogong Power Station,F,VIC,314481.0,1132131.6,83.0,739,7.33130318065497e-05,On,NEM,Hydro,2020,2021,2020-21
AGL ENERGY LIMITED,Broken Hill Solar Plant,F,NSW,408929.0,1472144.4000000001,81.0,424,5.502177639639154e-05,On,NEM,Solar,2020,2021,2020-21
AGL ENERGY LIMITED,Clover Hydro,F,VIC,1481.0,5331.6,2.0,369,0.0003751219146222522,On,NEM,Hydro,2020,2021,2020-21
AGL ENERGY LIMITED,Copeton Hydro,F,NSW,33585.0,120906.0,1.0,51,8.270888127967181e-06,On,NEM,Hydro,2020,2021,2020-21
AGL ENERGY LIMITED,Eildon Hydro,F,VIC,401140.0,1444104.0,10.0,197,6.924709023726823e-06,On,NEM,Hydro,2020,2021,2020-21
AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,F,SA,1062039.0,3823340.4,125.0,293,3.269392387871088e-05,On,NEM,Wind,2020,2021,2020-21
AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,F,SA,812671.0,2925615.6,84.0,217,2.871190596604694e-05,On,NEM,Wind,2020,2021,2020-21
AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,F,SA,1506996.0,5425185.600000001,191.0,500,3.5206168799091405e-05,On,NEM,Wind,2020,2021,2020-21
AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,F,SA,465379.0,1675364.4000000001,65.0,204,3.8797529659816096e-05,On,NEM,Wind,2020,2021,2020-21
AGL ENERGY LIMITED,Kwinana Swift Power Station,F,WA,124238.0,447256.8,20567.0,20977,0.6,On,SWIS,Gas,2020,2021,2020-21
AGL ENERGY LIMITED,Macarthur Wind Farm,F,VIC,2641871.0,9510735.6,7637.0,10048,0.01,On,NEM,Wind,2020,2021,2020-21
AGL ENERGY LIMITED,McKay Creek Hydro,F,VIC,386791.0,1392447.6,2.0,4327,1.4363197581007715e-06,On,NEM,Hydro,2020,2021,2020-21
AGL ENERGY LIMITED,Nyngan Solar Plant,F,NSW,840121.0,3024435.6,154.0,845,5.091859122409484e-05,On,NEM,Solar,2020,2021,2020-21
AGL ENERGY LIMITED,Oaklands Hill Wind Farm,F,VIC,630310.0,2269116.0,63.0,532,2.776411606987038e-05,On,NEM,Wind,2020,2021,2020-21
AGL ENERGY LIMITED,Silverton Wind Farm,F,NSW,2826436.0,10175169.6,81.0,416,7.960555271727363e-06,On,NEM,Wind,2020,2021,2020-21
AGL ENERGY LIMITED,Wattle Point Wind Farm,F,SA,950951.0,3423423.6,78.0,228,2.2784209351130253e-05,On,NEM,Wind,2020,2021,2020-21
AGL ENERGY LIMITED,West Kiewa Hydro,F,VIC,609716.0,2194977.6,1.0,668,4.555855148590127e-07,On,NEM,Hydro,2020,2021,2020-21
AGL ENERGY LIMITED,Burrendong Hydro,F,NSW,43303.0,155890.80000000002,1.0,1,6.414746732969488e-06,On,NEM,Hydro,2020,2021,2020-21
APT PIPELINES LIMITED,Badgingarra Solar Farm,F,WA,108451.0,390423.60000000003,30.0,79,7.683961727723426e-05,On,SWIS,Solar,2020,2021,2020-21
APT PIPELINES LIMITED,Badgingarra Wind Farm,F,WA,1701835.0,6126606.0,96.0,371,1.566936081739221e-05,On,SWIS,Wind,2020,2021,2020-21
APT PIPELINES LIMITED,Darling Downs Solar Farm,F,QLD,755182.0,2718655.2,66.0,724,2.427670857267961e-05,On,NEM,Wind,2020,2021,2020-21
APT PIPELINES LIMITED,Emu Downs Solar Farm,F,WA,173545.0,624762.0,6.0,166,9.603657072613251e-06,On,SWIS,Solar,2020,2021,2020-21
APT PIPELINES LIMITED,Emu Downs Wind Farm,F,WA,883949.0,3182216.4,71.0,231,2.231149333527412e-05,On,SWIS,Wind,2020,2021,2020-21
AWF AUS HOLD OP CO PTY LTD,Facility,F,VIC,2049563.0,7378426.8,100.0,1737,1.3553024609527875e-05,On,NEM,Wind,2020,2021,2020-21
BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,F,VIC,1228860.0,4423896.0,97.0,770,2.192637439939818e-05,On,NEM,Wind,2020,2021,2020-21
BEI WWF PTY LTD,Warradarge Wind Farm,F,WA,1797588.0,6471316.8,994.0,1541,0.00015360088691686368,On,SWIS,Wind,2020,2021,2020-21
BEIJING JINGNENG CLEAN ENERGY AUSTRALIA HOLDING PTY LTD,Gullen Solar Pty Ltd,F,NSW,67807.0,244105.2,1.0,44,4.09659441912749e-06,On,NEM,Solar,2020,2021,2020-21
BEIJING JINGNENG CLEAN ENERGY AUSTRALIA HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,F,NSW,1818406.0,6546261.600000001,55.0,497,8.401741843008535e-06,On,NEM,Wind,2020,2021,2020-21
BEIJING JINGNENG CLEAN ENERGY AUSTRALIA HOLDING PTY LTD,Newtricity Developments Biala Pty Ltd,F,NSW,311838.0,1122616.8,23.0,554,2.0487845897193056e-05,On,NEM,Wind,2020,2021,2020-21
CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,F,NSW,698416.0,2514297.6,9556.0,11005,0.05,On,NEM,Bagasse,2020,2021,2020-21
CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,F,NSW,593907.0,2138065.2,5801.0,7094,0.04,On,NEM,Bagasse,2020,2021,2020-21
CBWF HOLDINGS PTY LIMITED,Facility,F,VIC,292965.0,1054674.0,15.0,88,1.4222404268996865e-05,On,NEM,Wind,2020,2021,2020-21
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,F,NSW,1825006.0,6570021.600000001,74.0,386,1.1263281082667977e-05,On,NEM,Wind,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Ardyaloon Facility,F,WA,7351.0,26463.600000000002,1463.0,1463,0.72,Off,Off-grid,Diesel,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Beagle Bay Facility,F,WA,6767.0,24361.2,1359.0,1359,0.72,Off,Off-grid,Diesel,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Belrose LFG Power Station,F,NSW,349.0,1256.4,56.0,76,0.58,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Berwick LFG Power Station,F,VIC,34600.0,124560.0,740.0,877,0.08,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Bidyadanga Facility,F,WA,10339.0,37220.4,2096.0,2096,0.73,Off,Off-grid,Diesel,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Broadmeadows LFG Power Station,F,VIC,42580.0,153288.0,907.0,1020,0.08,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Brooklyn LFG Power Station,F,VIC,29263.0,105346.8,593.0,595,0.07,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Browns Plains LFG Power Station,F,QLD,55301.0,199083.6,1167.0,1169,0.08,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Clayton LFG Power Station,F,VIC,294790.0,1061244.0,5344.0,5627,0.07,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Coober Pedy Facility,F,SA,63400.0,228240.0,1892.0,1892,0.11,Off,Off-grid,Wind,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corio LFG Power Station,F,VIC,25840.0,93024.0,555.0,558,0.08,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,F,NSW,250956.0,903441.6,17.0,108,1.8816932937336516e-05,On,NEM,Wind,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Derby LNG Power Station,F,WA,122307.0,440305.2,20599.0,20599,0.61,Off,Off-grid,Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Djarindjin Facility,F,WA,6335.0,22806.0,1274.0,1274,0.72,Off,Off-grid,Diesel,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Eastern Creek LFG Power Station,F,NSW,25001.0,90003.6,488.0,495,0.07,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Fitzroy Crossing LNG Power Station,F,WA,51094.0,183938.4,8874.0,8874,0.63,Off,Off-grid,Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Gascoyne Facility,F,WA,2388.0,8596.800000000001,601.0,601,0.91,Off,Off-grid,Diesel,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grange Avenue LFG Power Station,F,NSW,16149.0,58136.4,319.0,323,0.07,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Halls Creek LNG Power Station,F,WA,42069.0,151448.4,7581.0,7581,0.65,Off,Off-grid,Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Jack's Gully LFG Power Station,F,NSW,32506.0,117021.6,699.0,700,0.08,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Laverton Facility,F,WA,14461.0,52059.6,2861.0,2861,0.71,Off,Off-grid,Diesel,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Leonora Facility,F,WA,29410.0,105876.0,6311.0,6311,0.77,Off,Off-grid,Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Looma NGD Power Station,F,WA,9087.0,32713.2,1869.0,1869,0.74,Off,Off-grid,Diesel,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Lucas Heights 1 LFG Power Station,F,NSW,43250.0,155700.0,943.0,946,0.08,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Lucas Heights 2 LFG Power Station,F,NSW,418510.0,1506636.0,9383.0,9385,0.08,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Menzies Facility,F,WA,2251.0,8103.6,501.0,501,0.8,Off,Off-grid,Diesel,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Red Hill LFG Power Station,F,WA,77397.0,278629.2,1654.0,1656,0.08,On,SWIS,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Springvale LFG Power Station,F,VIC,22268.0,80164.8,480.0,484,0.08,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tamala Park LFG Power Station,F,WA,117355.0,422478.0,2505.0,2508,0.08,On,SWIS,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Warmun Facility,F,WA,9427.0,33937.200000000004,1972.0,1972,0.75,Off,Off-grid,Diesel,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 1 LFG Power Station,F,SA,23767.0,85561.2,886.0,890,0.13,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 2 LFG Power Station,F,SA,62744.0,225878.4,1327.0,1329,0.08,On,NEM,Landfill Gas,2020,2021,2020-21
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wonthaggi Wind Farm,F,VIC,81626.0,293853.60000000003,4.0,51,1.3612220507082436e-05,On,NEM,Wind,2020,2021,2020-21
CLARE SOLAR FARM HOLDINGS PTY LTD,Clare Solar Farm,F,QLD,726307.0,2614705.2,80.0,920,3.059618346267105e-05,On,NEM,Solar,2020,2021,2020-21
CLEANCO QUEENSLAND LIMITED,Barron Gorge Power Station,F,QLD,680393.0,2449414.8000000003,299.0,842,0.00012206997361165613,On,NEM,Hydro,2020,2021,2020-21
CLEANCO QUEENSLAND LIMITED,Kareeya Power Station,F,QLD,2018871.0,7267935.600000001,70.0,916,9.63134566024498e-06,On,NEM,Hydro,2020,2021,2020-21
CONTRACT POWER AUSTRALIA PTY LTD,Cue Town Powerstation,F,WA,12371.0,44535.6,2416.0,2416,0.7,Off,Off-grid,Diesel,2020,2021,2020-21
CONTRACT POWER AUSTRALIA PTY LTD,Meekatharra Town Powerstation,F,WA,21671.0,78015.6,4141.0,4141,0.69,Off,Off-grid,Diesel,2020,2021,2020-21
CONTRACT POWER AUSTRALIA PTY LTD,Mt Magnet Town Powerstation,F,WA,14074.0,50666.4,2393.0,2393,0.61,Off,Off-grid,Gas,2020,2021,2020-21
CONTRACT POWER AUSTRALIA PTY LTD,Norseman Gold Power Station,F,WA,11889.0,42800.4,2402.0,2402,0.73,Off,Off-grid,Diesel,2020,2021,2020-21
CONTRACT POWER AUSTRALIA PTY LTD,Sandstone Town Powerstation,F,WA,2349.0,8456.4,511.0,511,0.78,Off,Off-grid,Diesel,2020,2021,2020-21
CONTRACT POWER AUSTRALIA PTY LTD,Wiluna Town Powerstation,F,WA,8508.0,30628.8,1667.0,1667,0.71,Off,Off-grid,Diesel,2020,2021,2020-21
CONTRACT POWER AUSTRALIA PTY LTD,Yalgoo Town Powerstation,F,WA,3555.0,12798.0,797.0,797,0.81,Off,Off-grid,Diesel,2020,2021,2020-21
CWF HOLDINGS PTY LTD,Collgar Wind Farm,F,WA,2486495.0,8951382.0,247.0,1593,2.759350455605626e-05,On,SWIS,Wind,2020,2021,2020-21
DUNDONNELL WIND FARM PTY LTD,Dundonnell Wind Farm,F,VIC,2930100.0,10548360.0,243.0,727,2.3036756424695404e-05,On,NEM,Wind,2020,2021,2020-21
EDIFY ENERGY PTY LTD,Gannawarra Solar Farm Pty Ltd,F,VIC,382474.0,1376906.4000000001,17.0,17,1.2346518252802078e-05,On,NEM,Solar,2020,2021,2020-21
EDIFY ENERGY PTY LTD,Hamilton Solar Farm Pty Ltd,F,QLD,452015.0,1627254.0,116.0,116,7.128573658445454e-05,On,NEM,Solar,2020,2021,2020-21
EDIFY ENERGY PTY LTD,The Daydream Solar Farm Trust,F,QLD,1180951.0,4251423.600000001,35.0,35,8.23253650847683e-06,On,NEM,Solar,2020,2021,2020-21
EDIFY ENERGY PTY LTD,The Hayman Solar Farm Trust,F,QLD,375046.0,1350165.6,17.0,17,1.2591048090693466e-05,On,NEM,Solar,2020,2021,2020-21
EDIFY ENERGY PTY LTD,Whitsunday Solar Farm Pty,F,QLD,394974.0,1421906.4000000001,115.0,115,8.087733482316417e-05,On,NEM,Solar,2020,2021,2020-21
EDIFY ENERGY PTY LTD,Darlington Point Solar Farm Pty Ltd,F,NSW,756647.0,2723929.2,151.0,151,5.543462730235426e-05,On,NEM,Solar,2020,2021,2020-21
ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel Power Station,F,WA,6783.0,24418.8,10.0,12,0.01,On,SWIS,Wind,2020,2021,2020-21
ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel Power Station,F,WA,13734.0,49442.4,1780.0,1780,0.47,Off,Off-grid,Diesel,2020,2021,2020-21
ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,F,WA,48961.0,176259.6,1.0,7,5.6734498432993154e-06,Off,Off-grid,Wind,2020,2021,2020-21
ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel Power Station,F,WA,19277.0,69397.2,2449.0,2449,0.46,Off,Off-grid,Diesel,2020,2021,2020-21
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,F,WA,19560.0,70416.0,5283.0,5283,0.97,On,SWIS,Gas,2020,2021,2020-21
ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,F,WA,249.0,896.4,50.0,50,0.72,On,SWIS,Diesel,2020,2021,2020-21
ELLIOTT GREEN CHILDERS PTY LTD,Childers Solar Farm,F,QLD,389998.0,1403992.8,14.0,293,9.97156110772078e-06,On,NEM,Solar,2020,2021,2020-21
ELLIOTT GREEN NEVERTIRE PTY LTD,Nevertire Solar Farm,F,NSW,846065.0,3045834.0,11.0,639,3.6114903175944587e-06,On,NEM,Solar,2020,2021,2020-21
ELLIOTT GREEN SUSAN RIVER PTY LTD,Susan River Solar Farm,F,QLD,545836.0,1965009.6,17.0,396,8.651357224921445e-06,On,NEM,Solar,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Aurukun Remote generation,F,QLD,22024.0,79286.40000000001,4316.0,4316,0.71,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Badu Island Remote Generation,F,QLD,12620.0,45432.0,2369.0,2369,0.68,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Bamaga Remote Generation,F,QLD,57973.0,208702.80000000002,10732.0,10732,0.67,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Barcaldine Power Station Facility,F,QLD,16635.0,59886.0,6132.0,6563,1.33,On,NEM,Gas,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Bedourie Remote Generation,F,QLD,5383.0,19378.8,970.0,970,0.65,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Birdsville Remote Generation,F,QLD,6034.0,21722.4,1072.0,1072,0.64,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Boigu Island Remote Generation,F,QLD,4999.0,17996.4,1008.0,1008,0.73,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Boulia Remote Generation,F,QLD,10752.0,38707.200000000004,2073.0,2073,0.69,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Burketown Remote Generation,F,QLD,8492.0,30571.2,1568.0,1568,0.66,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Camooweal Remote Generation,F,QLD,7117.0,25621.2,1448.0,1448,0.73,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Coconut Island Remote Generation,F,QLD,4405.0,15858.0,880.0,880,0.72,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Coen Remote Generation,F,QLD,6815.0,24534.0,1243.0,1243,0.66,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Darnley Island Remote Generation,F,QLD,6856.0,24681.600000000002,1154.0,1154,0.61,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Dauan Island Remote Generation,F,QLD,3522.0,12679.2,731.0,731,0.75,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Doomadgee Remote Generation,F,QLD,26937.0,96973.2,4593.0,4593,0.61,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,8931.0,32151.600000000002,1274.0,1674,0.51,On,NEM,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Energy Impact - Generation - Facility,F,QLD,11618.0,41824.8,2273.0,2273,0.7,On,NEM,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Gununa Remote Generation,F,QLD,22301.0,80283.6,4283.0,4283,0.69,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Hammond Island,F,QLD,3215.0,11574.0,682.0,682,0.76,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Jundah Remote Generation,F,QLD,4594.0,16538.4,842.0,842,0.66,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Kowanyama Remote Generation,F,QLD,18452.0,66427.2,3482.0,3482,0.68,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Kubin Island Remote Generation,F,QLD,8757.0,31525.2,1669.0,1669,0.69,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Lockhart River Remote Generation,F,QLD,9926.0,35733.6,1920.0,1920,0.7,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Mabuig Island Remote Generation,F,QLD,4437.0,15973.2,902.0,902,0.73,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Mapoon Remote Generation,F,QLD,6539.0,23540.4,1143.0,1143,0.63,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Murray Island Remote Generation,F,QLD,7901.0,28443.600000000002,1512.0,1512,0.69,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Palm Island Remote Generation,F,QLD,30878.0,111160.8,6018.0,6018,0.7,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Pormpuraaw,F,QLD,11649.0,41936.4,2252.0,2252,0.7,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Sabai Island Remote Generation,F,QLD,6497.0,23389.2,1280.0,1280,0.71,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Stephen Island Remote Generation,F,QLD,1776.0,6393.6,357.0,357,0.72,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Thursday Island Remote Generation,F,QLD,95562.0,344023.2,17075.0,17075,0.64,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Warraber Island Remote Generation,F,QLD,5521.0,19875.600000000002,1086.0,1086,0.71,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Wasaga Remote Generation,F,QLD,17426.0,62733.6,3367.0,3367,0.7,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Windorah Remote Generation,F,QLD,4571.0,16455.600000000002,778.0,778,0.61,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,Yam Island,F,QLD,6884.0,24782.4,1322.0,1322,0.69,Off,Off-grid,Diesel,2020,2021,2020-21
ENERGY QUEENSLAND LIMITED,York Island,F,QLD,5781.0,20811.600000000002,1129.0,1129,0.7,Off,Off-grid,Diesel,2020,2021,2020-21
