reportingEntity,facilityName,type,State,electricityProductionGJ,electricityProductionMWh,totalScope1EmissionstCO2e,totalEmissionstCO2e,emissionIntensitytCO2eMWh,gridConnected,grid,primaryFuel,YearStart,YearEnd,YearLabel
ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,F,NSW,567719.0,2043788.4000000001,19.0,312,9.296461414498683e-06,On,NEM,Wind,2014,2015,2014-15
ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,F,VIC,2461803.0,8862490.8,77.0,1221,8.688302390113623e-06,On,NEM,Wind,2014,2015,2014-15
AGL ENERGY LIMITED,Banimboola Hydro,F,VIC,137094.0,493538.4,5.0,22,1.0130923956474308e-05,On,NEM,Hydro,2014,2015,2014-15
AGL ENERGY LIMITED,Bogong Power Station,F,VIC,266917.0,960901.2000000001,83.0,922,8.637724669300027e-05,On,NEM,Hydro,2014,2015,2014-15
AGL ENERGY LIMITED,Burrendong Hydro,F,NSW,27428.0,98740.8,1.0,98,1.0127525804935751e-05,On,NEM,Hydro,2014,2015,2014-15
AGL ENERGY LIMITED,Clover Hydro,F,VIC,151368.0,544924.8,3.0,54,5.505346792805172e-06,On,NEM,Hydro,2014,2015,2014-15
AGL ENERGY LIMITED,Coopers Cogeneration,F,SA,91666.0,329997.60000000003,19260.0,19346,0.76,On,NEM,Gas,2014,2015,2014-15
AGL ENERGY LIMITED,Copeton Hydro,F,NSW,139785.0,503226.0,1.0,76,1.987178722879978e-06,On,NEM,Hydro,2014,2015,2014-15
AGL ENERGY LIMITED,Eildon Hydro,F,VIC,710341.0,2557227.6,20.0,173,7.820969865959526e-06,On,NEM,Hydro,2014,2015,2014-15
AGL ENERGY LIMITED,Glenorchy Landfill Generation,F,TAS,43117.0,155221.2,745.0,746,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,F,SA,1136668.0,4092004.8000000003,135.0,352,3.2991163646728855e-05,On,NEM,Wind,2014,2015,2014-15
AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,F,SA,858516.0,3090657.6,85.0,272,2.7502237711482502e-05,On,NEM,Wind,2014,2015,2014-15
AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,F,SA,1543714.0,5557370.4,133.0,493,2.3932182026233124e-05,On,NEM,Wind,2014,2015,2014-15
AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,F,SA,489049.0,1760576.4000000001,75.0,250,4.259968496680973e-05,On,NEM,Wind,2014,2015,2014-15
AGL ENERGY LIMITED,Hobart Landfill Generation,F,TAS,27374.0,98546.40000000001,427.0,427,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
AGL ENERGY LIMITED,Hunter Valley Gas Turbines,F,NSW,901.0,3243.6,355.0,1224,1.42,On,NEM,Gas,2014,2015,2014-15
AGL ENERGY LIMITED,Kincumber Landfill Generation,F,NSW,14613.0,52606.8,238.0,243,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
AGL ENERGY LIMITED,Moranbah Power Station,F,QLD,82912.0,298483.2,12327.0,13469,0.54,On,NEM,Coal Seam Methane,2014,2015,2014-15
AGL ENERGY LIMITED,Nyngan Solar Plant,F,NSW,33769.0,121568.40000000001,9.0,68,7.403239657674197e-05,On,NEM,Solar,2014,2015,2014-15
AGL ENERGY LIMITED,Oaklands Hill Wind Farm,F,VIC,526539.0,1895540.4000000001,68.0,705,3.5873674863379325e-05,On,NEM,Wind,2014,2015,2014-15
AGL ENERGY LIMITED,Rockingham Landfill Generation,F,WA,77364.0,278510.4,1320.0,1326,0.06,On,SWIS,Landfill Gas,2014,2015,2014-15
AGL ENERGY LIMITED,Shoalhaven Landfill Generation,F,NSW,19739.0,71060.40000000001,356.0,364,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
AGL ENERGY LIMITED,Somerton Power Station,F,VIC,37669.0,135608.4,8378.0,10414,0.8,On,NEM,Gas,2014,2015,2014-15
AGL ENERGY LIMITED,Suncoast Biomass Generation Plant,F,QLD,3091.0,11127.6,38.0,107,0.04,On,NEM,Macadamia Nut Shells,2014,2015,2014-15
AGL ENERGY LIMITED,Wattle Point Wind Farm,F,SA,937578.0,3375280.8000000003,49.0,278,1.4517310678270086e-05,On,NEM,Wind,2014,2015,2014-15
AGL ENERGY LIMITED,Werribee Biogas Generator,F,VIC,196824.0,708566.4,2902.0,4400,0.05,On,NEM,Biogas,2014,2015,2014-15
AGL ENERGY LIMITED,Wilpena Pound Solar Generation,F,SA,3172.0,11419.2,624.0,624,0.71,Off,Off-grid,Solar,2014,2015,2014-15
AGL ENERGY LIMITED,Woy Woy Landfill Generation,F,NSW,31209.0,112352.40000000001,469.0,471,0.05,On,NEM,Landfill Gas,2014,2015,2014-15
APT PIPELINES LIMITED,Emu Downs Wind Farm,F,WA,913852.0,3289867.2,91.0,434,2.7660690984730323e-05,On,SWIS,Wind,2014,2015,2014-15
AUSTRALIAN CAPITAL EQUITY PTY LIMITED,LGP Canning Vale Facility,F,WA,2380.0,8568.0,36.0,46,0.05,On,SWIS,Landfill Gas,2014,2015,2014-15
AUSTRALIAN CAPITAL EQUITY PTY LIMITED,LGP Red Hill Facility,F,WA,91876.0,330753.60000000003,1277.0,1278,0.05,On,SWIS,Landfill Gas,2014,2015,2014-15
AUSTRALIAN CAPITAL EQUITY PTY LIMITED,LGP Tamala Park Facility,F,WA,114770.0,413172.0,1588.0,1590,0.05,On,SWIS,Landfill Gas,2014,2015,2014-15
CANUNDA POWER PTY LTD,Canunda Wind Farm,F,SA,445274.0,1602986.4000000001,17.0,173,1.0605205384150482e-05,On,NEM,Wind,2014,2015,2014-15
CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,F,NSW,643940.0,2318184.0,6032.0,7455,0.03,On,NEM,Bagasse,2014,2015,2014-15
CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,F,NSW,375693.0,1352494.8,3007.0,4694,0.03,On,NEM,Bagasse,2014,2015,2014-15
CONTRACT POWER AUSTRALIA PTY LTD,Norseman Gold Power Station,F,WA,50926.0,183333.6,10193.0,10193,0.72,Off,Off-grid,Diesel,2014,2015,2014-15
CWF HOLDINGS PTY LTD,Collgar Wind Farm,F,WA,2566405.0,9239058.0,227.0,838,2.4569604390404303e-05,On,SWIS,Wind,2014,2015,2014-15
CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,F,NSW,751603.0,2705770.8000000003,55.0,775,2.0326924956097535e-05,On,NEM,Wind,2014,2015,2014-15
CWP RENEWABLES PTY LTD,Taralga Wind Farm Pty Ltd,F,NSW,265563.0,956026.8,20.0,148,2.091991563416423e-05,On,NEM,Wind,2014,2015,2014-15
DELTA ELECTRICITY,Brown Mountain Power Station,F,NSW,48431.0,174351.6,6.0,6,3.441322018266537e-05,On,NEM,Hydro,2014,2015,2014-15
ECOGEN HOLDINGS PTY LTD,Jeeralang Power Station,F,VIC,79794.0,287258.4,15640.0,22370,0.71,On,NEM,Gas,2014,2015,2014-15
ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,F,WA,347600.0,1251360.0,13.0,20,1.0388697097557858e-05,On,SWIS,Wind,2014,2015,2014-15
ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel System,FA,WA,6664.0,23990.4,220.0,223,0.12,On,SWIS,Wind/Diesel,2014,2015,2014-15
ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel System,FA,WA,12118.0,43624.8,1813.0,1813,0.54,Off,Off-grid,Wind/Diesel,2014,2015,2014-15
ELECTRICITY GENERATION AND RETAIL CORPORATION,Geraldton Gas Turbine Station,F,WA,80.0,288.0,29.0,29,1.31,On,SWIS,Gas,2014,2015,2014-15
ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel System,FA,WA,19713.0,70966.8,2671.0,2671,0.49,Off,Off-grid,Wind/Diesel,2014,2015,2014-15
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,F,WA,6739.0,24260.4,1751.0,1751,0.94,On,SWIS,Gas,2014,2015,2014-15
ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,F,WA,701.0,2523.6,138.0,138,0.71,On,SWIS,Liquid Fuel,2014,2015,2014-15
ENERGEX LIMITED,Energy Impact - Bromelton Peak Generation Plant,F,QLD,6745.0,24282.0,1402.0,1829,0.75,On,NEM,Liquid Fuel,2014,2015,2014-15
ENERGEX LIMITED,Energy Impact - Generation,F,QLD,4125.0,14850.0,799.0,799,0.7,On,NEM,Liquid Fuel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Ardyaloon Remote Power Station,F,WA,6385.0,22986.0,1275.0,1275,0.72,Off,Off-grid,Liquid Fuel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Beagle Bay Remote Power Station,F,WA,5835.0,21006.0,1151.0,1151,0.71,Off,Off-grid,Liquid Fuel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Belrose and Grange Avenue LFG Power Stations,FA,NSW,46595.0,167742.0,815.0,821,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Berwick LFG Power Station,F,VIC,86977.0,313117.2,1539.0,2349,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Bidyadanga Remote Power Staiton,F,WA,10466.0,37677.6,2094.0,2094,0.72,Off,Off-grid,Liquid Fuel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Broadmeadows LFG Power Station,F,VIC,69413.0,249886.80000000002,1230.0,1240,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Brooklyn LFG Power Station,F,VIC,61195.0,220302.0,1054.0,1059,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Browns Plains LFG Power Station,F,QLD,40383.0,145378.80000000002,712.0,716,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Century Power Station,FA,QLD,4393.0,15814.800000000001,848.0,848,0.69,On,Mt Isa,Diesel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Clayton LFG Power Station,F,VIC,290315.0,1045134.0,4503.0,4824,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Coober Pedy Remote Power Station,F,SA,42860.0,154296.0,8348.0,8348,0.7,Off,Off-grid,Diesel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Cue Remote Power Station,F,WA,6804.0,24494.4,1363.0,1363,0.72,Off,Off-grid,Liquid Fuel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Derby LNG Power Station,F,WA,128739.0,463460.4,18528.0,18528,0.52,Off,Off-grid,Gas/Diesel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Djarandjin Remote Power Station,F,WA,5837.0,21013.2,1157.0,1157,0.71,Off,Off-grid,Liquid Fuel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Eastern Creek LFG Power Station,F,NSW,58449.0,210416.4,931.0,934,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,EDL LFG (VIC),FA,VIC,28317.0,101941.2,502.0,509,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Fitzroy Crossing LNG Power Station,F,WA,52066.0,187437.6,7074.0,7074,0.49,Off,Off-grid,Gas/Diesel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Gascoyne Junction Remote Power Station,F,WA,2847.0,10249.2,603.0,603,0.76,Off,Off-grid,Liquid Fuel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Halls Creek LNG Power Station,F,WA,41237.0,148453.2,6357.0,6357,0.55,Off,Off-grid,Gas/Diesel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Highbury and Tea Tree Gully Power Stations,FA,SA,12141.0,43707.6,220.0,262,0.07,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Jacks Gully LFG Power Station,F,NSW,56366.0,202917.6,991.0,992,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Karumba Power Station,F,QLD,51753.0,186310.80000000002,9935.0,9943,0.69,Off,Off-grid,Diesel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Laverton Remote Power Station,F,WA,13825.0,49770.0,2685.0,2685,0.7,Off,Off-grid,Liquid Fuel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Leonora Remote Power Station,F,WA,32000.0,115200.0,6446.0,6446,0.73,Off,Off-grid,Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Looma Power Station,FA,WA,9329.0,33584.4,2076.0,2076,0.8,Off,Off-grid,Gas/Diesel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Lucas Heights 1 LFG Power Station,F,NSW,81911.0,294879.60000000003,1447.0,1450,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Lucas Heights 2 LFG Power Station,F,NSW,363270.0,1307772.0,6422.0,6425,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Meekatharra Remote Power Station,F,WA,23382.0,84175.2,4675.0,4675,0.72,Off,Off-grid,Liquid Fuel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Menzies Remote Power Station,F,WA,2620.0,9432.0,560.0,560,0.77,Off,Off-grid,Liquid Fuel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Mt Magnet Remote Power Station,F,WA,12419.0,44708.4,2514.0,2514,0.73,Off,Off-grid,Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Mugga Lane LFG Power Station,F,ACT,79427.0,285937.2,1398.0,1399,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Pedler Creek LFG Power Station,F,SA,68940.0,248184.0,1210.0,1212,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Roghan Road LFG Power Station,FA,QLD,4877.0,17557.2,83.0,127,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Sandstone Remote Power Station,F,WA,1831.0,6591.6,406.0,406,0.8,Off,Off-grid,Liquid Fuel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Springvale LFG Power Station,F,VIC,60010.0,216036.0,1066.0,1079,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Teralba Power Station,F,NSW,41260.0,148536.0,7316.0,7348,0.64,On,NEM,Coal Seam Methane,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Warmun Remote Power Station,F,WA,9744.0,35078.4,1967.0,1967,0.73,Off,Off-grid,Liquid Fuel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,West Belconnen LFG Power Station,F,ACT,11163.0,40186.8,201.0,209,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Wiluna Remote Power Station,F,WA,8252.0,29707.2,1657.0,1657,0.72,Off,Off-grid,Liquid Fuel,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Wingfield 1 LFG Power Station,F,SA,57947.0,208609.2,1019.0,1020,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Wingfield 2 LFG Power Station,F,SA,59665.0,214794.0,1049.0,1050,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
ENERGY DEVELOPMENTS LIMITED,Yalgoo Remote Power Station,F,WA,2895.0,10422.0,616.0,616,0.77,Off,Off-grid,Liquid Fuel,2014,2015,2014-15
ENERGYAUSTRALIA HOLDINGS LIMITED,Cathedral Rocks Wind Farm,F,SA,620421.0,2233515.6,65.0,193,2.910210253288582e-05,On,NEM,Wind,2014,2015,2014-15
ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,F,SA,1063581.0,3828891.6,66.0,292,1.723736446338674e-05,On,NEM,Wind,2014,2015,2014-15
ESSENTIAL ENERGY,Essential Energy Generation Facilities,FA,NSW,1795.0,6462.0,692.0,875,1.39,On,NEM,Multiple sources,2014,2015,2014-15
FPC 30 LIMITED,FPC Green Energy,F,QLD,355463.0,1279666.8,3769.0,5414,0.04,On,NEM,Biofuel,2014,2015,2014-15
HYDROELECTRIC CORPORATION,Flinders Island Power Station,F,TAS,13110.0,47196.0,2457.0,2461,0.67,Off,Off-grid,Wind/Diesel,2014,2015,2014-15
HYDROELECTRIC CORPORATION,King Island Power Station,F,TAS,45436.0,163569.6,5037.0,5041,0.4,Off,Off-grid,Wind/Diesel,2014,2015,2014-15
HYDROELECTRIC CORPORATION,Tamar Valley Power Station,F,TAS,63619.0,229028.4,9276.0,11846,0.52,On,NEM,Gas,2014,2015,2014-15
IFM RENEWABLE ENERGY PTY LTD,Challicum Hills Wind Farm,F,VIC,487533.0,1755118.8,93.0,93,5.29878661205156e-05,On,NEM,Wind,2014,2015,2014-15
IFM RENEWABLE ENERGY PTY LTD,Clements Gap Wind Farm,F,SA,615683.0,2216458.8000000003,26.0,26,1.1730423322102804e-05,On,NEM,Wind,2014,2015,2014-15
IFM RENEWABLE ENERGY PTY LTD,Codrington Wind Farm,F,VIC,160914.0,579290.4,24.0,24,4.142999780421011e-05,On,NEM,Wind,2014,2015,2014-15
IFM RENEWABLE ENERGY PTY LTD,Ord Hydro,F,WA,742103.0,2671570.8000000003,18.0,18,6.737609199801105e-06,Off,Off-grid,Hydro,2014,2015,2014-15
IFM RENEWABLE ENERGY PTY LTD,Portland Wind Farms,F,VIC,1483286.0,5339829.600000001,21.0,21,3.932709762873332e-06,On,NEM,Wind,2014,2015,2014-15
IFM RENEWABLE ENERGY PTY LTD,Yambuk Wind Farm,F,VIC,324867.0,1169521.2,107.0,107,9.149043215291865e-05,On,NEM,Wind,2014,2015,2014-15
INFIGEN ENERGY LIMITED,Alinta Wind Farm,F,WA,1190284.0,4285022.4,47.0,671,1.096843741120233e-05,On,SWIS,Wind,2014,2015,2014-15
INFIGEN ENERGY LIMITED,Capital Wind Farm,F,NSW,1184184.0,4263062.4,105.0,976,2.4630181345691772e-05,On,NEM,Wind,2014,2015,2014-15
INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,2477929.0,8920544.4,88.0,976,9.86486878536247e-06,On,NEM,Wind,2014,2015,2014-15
INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,F,NSW,462471.0,1664895.6,33.0,219,1.9821062654018664e-05,On,NEM,Wind,2014,2015,2014-15
LMS ENERGY PTY LTD,Albury Renewable Energy Facility,F,NSW,28779.0,103604.40000000001,435.0,435,0.05,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Atlas Renewable Energy Facility,F,WA,16710.0,60156.0,266.0,266,0.06,On,SWIS,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Awaba Renewable Energy Facility,F,NSW,33021.0,118875.6,507.0,507,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Ballarat Renewable Energy Facility,F,VIC,18286.0,65829.6,295.0,295,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Bendigo Renewable Energy Facility,F,VIC,14097.0,50749.200000000004,225.0,225,0.06,On,NEM,Solar,2014,2015,2014-15
LMS ENERGY PTY LTD,Birkdale Renewable Energy Facility,F,QLD,24124.0,86846.40000000001,364.0,364,0.05,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,F,NT,32365.0,116514.0,528.0,528,0.06,On,DKIS,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Eastern Creek 2 Renewable Energy Facility,F,NSW,229019.0,824468.4,3323.0,3323,0.05,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Hampton Park Renewable Energy Facility,F,VIC,220584.0,794102.4,3222.0,3222,0.05,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,F,QLD,30219.0,108788.40000000001,484.0,484,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Mornington Peninsula Renewable Energy Facility,F,VIC,20560.0,74016.0,320.0,320,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Newcastle Renewable Energy Facility,F,NSW,64817.0,233341.2,993.0,993,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Remount Renewable Energy Facility,F,TAS,52039.0,187340.4,816.0,816,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,F,QLD,122074.0,439466.4,1927.0,1927,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Shepparton Renewable Energy Facility,F,VIC,16923.0,60922.8,279.0,279,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,South Cardup Renewable Energy Facility,F,WA,94101.0,338763.60000000003,1508.0,1508,0.06,On,SWIS,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Stapylton Renewable Energy Facility,F,QLD,15768.0,56764.8,265.0,265,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Suntown Renewable Energy Facility,F,QLD,135.0,486.0,1.0,1,0.03,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Swanbank Renewable Energy Facility,F,QLD,34266.0,123357.6,537.0,537,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Tweed Shire Renewable Energy Facility,F,NSW,6224.0,22406.4,106.0,106,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Wollert Renewable Energy Facility,F,VIC,196497.0,707389.2000000001,2968.0,2968,0.05,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Wyndham Renewable Energy Facility,F,VIC,55620.0,200232.0,764.0,764,0.05,On,NEM,Landfill Gas,2014,2015,2014-15
LMS ENERGY PTY LTD,Wyong Renewable Energy Facility,F,NSW,60714.0,218570.4,929.0,929,0.06,On,NEM,Landfill Gas,2014,2015,2014-15
MACQUARIE GENERATION,Hunter Valley Gas Turbines,F,NSW,238.0,856.8000000000001,102.0,293,1.54,On,NEM,Gas,2014,2015,2014-15
MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Mercer Wind farm Pty Ltd,F,VIC,1259336.0,4533609.600000001,91.0,714,2.0072306181811506e-05,On,NEM,Wind,2014,2015,2014-15
MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Millar Wind Farm Pty Ltd,F,SA,672546.0,2421165.6,16.0,40,6.608387299076114e-06,On,NEM,Wind,2014,2015,2014-15
MITSUI CO AUSTRALIA LTD,Bald Hills Wind Farm,F,VIC,237597.0,855349.2000000001,45.0,476,5.261009187826445e-05,On,NEM,Wind,2014,2015,2014-15
MOMENTUM ENERGY PTY LIMITED,Alfred Hospital Cogeneration Plant,F,VIC,56229.0,202424.4,13869.0,14459,0.89,On,NEM,Gas,2014,2015,2014-15
MOMENTUM ENERGY PTY LIMITED,Dandenong Hospital Cogeneration Plant,F,VIC,54404.0,195854.4,11329.0,11758,0.75,On,NEM,Gas,2014,2015,2014-15
MOMENTUM ENERGY PTY LIMITED,Geelong Hospital Cogeneration Plant,F,VIC,55751.0,200703.6,12359.0,12922,0.8,On,NEM,Gas,2014,2015,2014-15
MOMENTUM ENERGY PTY LIMITED,ST. Vincent's Hospital Cogeneration Plant,F,VIC,56462.0,203263.2,13743.0,14375,0.88,On,NEM,Gas,2014,2015,2014-15
ORIGIN ENERGY LIMITED,Australand,F,NSW,4031.0,14511.6,668.0,716,0.6,On,NEM,Gas,2014,2015,2014-15
ORIGIN ENERGY LIMITED,Blackmores,F,NSW,4190.0,15084.0,807.0,857,0.69,On,NEM,Gas,2014,2015,2014-15
ORIGIN ENERGY LIMITED,Bond,F,NSW,4349.0,15656.4,668.0,720,0.55,On,NEM,Gas,2014,2015,2014-15
ORIGIN ENERGY LIMITED,Chifley Square,F,NSW,4395.0,15822.0,650.0,702,0.53,On,NEM,Gas,2014,2015,2014-15
ORIGIN ENERGY LIMITED,Cullerin Wind Farm,F,NSW,325681.0,1172451.6,19.0,124,1.6205359777751165e-05,On,NEM,Wind,2014,2015,2014-15
ORIGIN ENERGY LIMITED,Dandenong,F,VIC,13681.0,49251.6,2129.0,2361,0.56,On,NEM,Gas,2014,2015,2014-15
ORIGIN ENERGY LIMITED,Drapac,F,VIC,2312.0,8323.2,393.0,431,0.61,On,NEM,Gas,2014,2015,2014-15
ORIGIN ENERGY LIMITED,Exhibition Street,F,VIC,11341.0,40827.6,1710.0,1896,0.54,On,NEM,Gas,2014,2015,2014-15
ORIGIN ENERGY LIMITED,Kent Street,F,NSW,11297.0,40669.200000000004,1571.0,1821,0.5,On,NEM,Gas,2014,2015,2014-15
ORIGIN ENERGY LIMITED,La Trobe,F,VIC,3089.0,11120.4,521.0,604,0.61,On,NEM,Gas,2014,2015,2014-15
ORIGIN ENERGY LIMITED,Mirvac,F,NSW,17071.0,61455.6,2584.0,2804,0.54,On,NEM,Gas,2014,2015,2014-15
ORIGIN ENERGY LIMITED,Mount,F,NSW,5847.0,21049.2,891.0,961,0.55,On,NEM,Gas,2014,2015,2014-15
ORIGIN ENERGY LIMITED,Stockland Headquarters,F,NSW,4647.0,16729.2,745.0,801,0.58,On,NEM,Gas,2014,2015,2014-15
ORIGIN ENERGY LIMITED,University of NSW,F,NSW,8740.0,31464.0,1294.0,1398,0.53,On,NEM,Gas,2014,2015,2014-15
POWER AND WATER CORPORATION,Katherine Region,FA,NT,63066.0,227037.6,12363.0,12363,0.08,Off,Off-grid,Multiple sources,2014,2015,2014-15
POWER AND WATER CORPORATION,Remote Centres Generation,FA,NT,51189.0,184280.4,10283.0,10283,0.72,Off,Off-grid,Multiple sources,2014,2015,2014-15
POWER AND WATER CORPORATION,Southern Region,FA,NT,100879.0,363164.4,19683.0,19683,0.7,Off,Off-grid,Multiple sources,2014,2015,2014-15
POWER GENERATION CORPORATION,Katherine Power Station,F,NT,55966.0,201477.6,12589.0,12589,0.81,On,DKIS,Gas,2014,2015,2014-15
POWER GENERATION CORPORATION,Kings Canyon,F,NT,6202.0,22327.2,1141.0,1141,0.66,Off,Off-grid,Solar,2014,2015,2014-15
POWER GENERATION CORPORATION,Yulara Power Station,F,NT,86710.0,312156.0,15800.0,15800,0.66,Off,Off-grid,Gas/Diesel,2014,2015,2014-15
RATCH AUSTRALIA CORPORATION LIMITED,Starfish Hill Wind Farm,F,SA,326963.0,1177066.8,45.0,104,3.823062548361741e-05,On,NEM,Wind,2014,2015,2014-15
RATCH AUSTRALIA CORPORATION LIMITED,Toora Wind Farm,F,VIC,186002.0,669607.2000000001,20.0,289,2.9868257091620277e-05,On,NEM,Wind,2014,2015,2014-15
RATCH AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,F,QLD,112473.0,404902.8,18.0,33,4.445511367172566e-05,On,NEM,Wind,2014,2015,2014-15
