Code,SA4_Label,Year,population_total,population_density,population_males,population_females,median_age_males,median_age_females,median_age_persons,working_age_population,working_age_population_pct,GCCSA,State
509,Western Australia - Wheat Belt,2021,141617,0.7,72169,69448,45.6,46.4,46.0,84565,0.597,5RWAU Rest of WA,WA
509,Western Australia - Wheat Belt,2022,142799,0.7,72583,70216,45.7,46.4,46.1,84652,0.593,5RWAU Rest of WA,WA
509,Western Australia - Wheat Belt,2023,144819,0.7,73705,71066,45.5,46.4,45.9,85648,0.5920000000000001,5RWAU Rest of WA,WA
510,Western Australia - Outback (North),2019,96581,0.1,52470,44111,33.7,31.4,32.7,70039,0.725,5RWAU Rest of WA,WA
510,Western Australia - Outback (North),2020,96994,0.1,52304,44690,33.7,31.7,32.8,69848,0.72,5RWAU Rest of WA,WA
510,Western Australia - Outback (North),2021,96943,0.1,51945,44998,33.8,31.9,32.9,69296,0.715,5RWAU Rest of WA,WA
510,Western Australia - Outback (North),2022,97949,0.1,52738,45211,34.1,32.1,33.2,70028,0.715,5RWAU Rest of WA,WA
510,Western Australia - Outback (North),2023,99407,0.1,53498,45852,34.4,32.3,33.4,71301,0.718,5RWAU Rest of WA,WA
511,Western Australia - Outback (South),2019,121641,0.1,62985,58656,38.0,37.8,37.9,79853,0.6559999999999999,5RWAU Rest of WA,WA
511,Western Australia - Outback (South),2020,122548,0.1,63647,58901,38.3,38.3,38.3,80103,0.654,5RWAU Rest of WA,WA
511,Western Australia - Outback (South),2021,123991,0.1,64619,59372,38.8,38.7,38.7,80667,0.6509999999999999,5RWAU Rest of WA,WA
511,Western Australia - Outback (South),2022,124783,0.1,65019,59764,39.2,38.9,39.0,80815,0.648,5RWAU Rest of WA,WA
511,Western Australia - Outback (South),2023,125781,0.1,65562,60162,39.3,39.0,39.2,81133,0.645,5RWAU Rest of WA,WA
601,Hobart,2019,242498,143.0,118958,123540,37.5,40.2,38.8,156139,0.644,6GHOB Greater Hobart,TAS
601,Hobart,2020,246859,145.6,120544,126315,37.4,40.1,38.7,159148,0.645,6GHOB Greater Hobart,TAS
601,Hobart,2021,250717,147.9,122652,128065,37.2,40.0,38.6,162001,0.6459999999999999,6GHOB Greater Hobart,TAS
601,Hobart,2022,252489,148.9,123525,128964,37.4,40.1,38.8,162781,0.645,6GHOB Greater Hobart,TAS
601,Hobart,2023,253984,149.8,123941,129713,37.7,40.3,38.9,163484,0.645,6GHOB Greater Hobart,TAS
602,Launceston and North East,2019,149534,7.5,74311,75223,41.5,44.0,42.8,93013,0.622,6RTAS Rest of TAS,TAS
602,Launceston and North East,2020,152051,7.6,75845,76206,41.6,44.2,42.9,94145,0.619,6RTAS Rest of TAS,TAS
602,Launceston and North East,2021,154726,7.7,77332,77394,41.5,44.2,42.9,95530,0.617,6RTAS Rest of TAS,TAS
602,Launceston and North East,2022,155541,7.8,77659,77882,41.7,44.5,43.2,95650,0.615,6RTAS Rest of TAS,TAS
602,Launceston and North East,2023,156041,7.8,77793,78101,41.8,44.6,43.3,95502,0.613,6RTAS Rest of TAS,TAS
603,South East,2019,40490,1.7,20874,19616,48.2,47.9,48.0,24764,0.612,1RNSW Rest of NSW,NSW
603,South East,2020,41655,1.7,21528,20127,48.5,48.1,48.3,25353,0.609,1RNSW Rest of NSW,NSW
603,South East,2021,42790,1.8,22208,20582,48.6,48.2,48.4,25997,0.608,1RNSW Rest of NSW,NSW
603,South East,2022,43466,1.8,22545,20921,48.9,48.3,48.7,26291,0.605,1RNSW Rest of NSW,NSW
603,South East,2023,43846,1.8,22785,21033,49.2,48.9,49.0,26246,0.599,1RNSW Rest of NSW,NSW
604,West and North West,2019,115319,5.1,57054,58265,43.7,45.4,44.5,70300,0.61,6RTAS Rest of TAS,TAS
604,West and North West,2020,117013,5.2,58064,58949,44.0,45.6,44.8,70905,0.606,6RTAS Rest of TAS,TAS
604,West and North West,2021,119006,5.3,59212,59794,43.9,45.8,44.8,71957,0.605,6RTAS Rest of TAS,TAS
604,West and North West,2022,119555,5.3,59430,60125,44.1,46.0,45.1,71949,0.602,6RTAS Rest of TAS,TAS
604,West and North West,2023,119867,5.3,59513,60277,44.2,46.2,45.2,71640,0.598,6RTAS Rest of TAS,TAS
701,Darwin,2019,147251,46.5,76540,70711,34.1,33.9,34.0,104382,0.7090000000000001,7GDAR Greater Darwin,NT
701,Darwin,2020,147673,46.6,76318,71355,34.3,34.3,34.3,103990,0.7040000000000001,7GDAR Greater Darwin,NT
701,Darwin,2021,147971,46.7,76275,71696,34.5,34.6,34.5,103576,0.7,7GDAR Greater Darwin,NT
701,Darwin,2022,149154,47.1,76617,72537,34.5,34.6,34.5,104133,0.698,7GDAR Greater Darwin,NT
701,Darwin,2023,151122,47.7,77111,73625,34.6,34.6,34.6,105520,0.7,7GDAR Greater Darwin,NT
702,Northern Territory - Outback,2019,99308,0.1,49749,49559,30.9,31.7,31.3,69678,0.7020000000000001,7RNTE Rest of NT,NT
702,Northern Territory - Outback,2020,99755,0.1,49695,50060,31.2,31.9,31.6,69971,0.701,7RNTE Rest of NT,NT
702,Northern Territory - Outback,2021,100180,0.1,49891,50289,31.3,32.2,31.8,70306,0.7020000000000001,7RNTE Rest of NT,NT
702,Northern Territory - Outback,2022,101074,0.1,50383,50691,31.8,32.4,32.1,71136,0.7040000000000001,7RNTE Rest of NT,NT
702,Northern Territory - Outback,2023,101940,0.1,50710,51083,32.0,32.6,32.3,71822,0.706,7RNTE Rest of NT,NT
801,Australian Capital Territory,2019,435730,184.8,215222,220508,34.4,35.6,35.0,298244,0.684,8ACTE,ACT
801,Australian Capital Territory,2020,444903,188.7,219576,225327,34.6,36.0,35.3,303346,0.682,8ACTE,ACT
801,Australian Capital Territory,2021,452508,191.9,223361,229147,34.7,36.2,35.4,308608,0.682,8ACTE,ACT
801,Australian Capital Territory,2022,456915,193.8,225599,231316,34.8,36.3,35.6,311676,0.682,8ACTE,ACT
801,Australian Capital Territory,2023,466359,197.8,230321,236245,34.8,36.3,35.6,319551,0.685,8ACTE,ACT
901,Other Territories,2019,4776,18.7,2536,2240,42.5,44.4,43.4,3134,0.6559999999999999,9OTER,OTER
901,Other Territories,2020,4803,18.8,2551,2252,42.6,44.9,43.7,3110,0.648,9OTER,OTER
901,Other Territories,2021,4850,19.0,2565,2285,42.5,44.9,43.6,3091,0.637,9OTER,OTER
901,Other Territories,2022,4920,19.2,2595,2325,42.8,44.8,43.8,3126,0.635,9OTER,OTER
901,Other Territories,2023,4967,19.4,2624,2346,43.4,45.1,44.3,3123,0.628,9OTER,OTER
