code,name,network_id,network_region,units,location.lat,location.lng
CLEMGPWF,Clements Gap,NEM,SA,"{'CLEMGPWF': 'Wind', '0CLEMGPBESS': 'Battery', '0CLEMGPBESSG1': 'Battery', '0CLEMGPBESSL1': 'Battery'}",-33.489773,138.111695
CLERMSF,Clermont,NEM,QLD,{'CLERMSF1': 'Solar'},-22.839406,147.546031
CLOVER,Clover,NEM,VIC,"{'CLOVER1': 'Hydro', 'CLOVER2': 'Hydro', 'CLOVER': 'Hydro'}",-36.78515,147.219517
CLUNY,Cluny,NEM,TAS,{'CLUNY': 'Hydro'},-42.506229,146.681123
CODRGTON,Codrington,NEM,VIC,{'CODRNGTON': 'Wind'},-38.282875,141.95496
COHUNSF1,Cohuna,NEM,VIC,{'COHUNSF1': 'Solar'},-35.880317,144.221531
COLEASF,Coleambally,NEM,NSW,{'COLEASF1': 'Solar'},-34.759494,145.92984
COLWF01,Collector,NEM,NSW,{'COLWF01': 'Wind'},-34.823879,149.396795
COLNSV,Collinsville,NEM,QLD,"{'COLNSV_5': 'Coal', 'COLNSV_1': 'Coal', 'COLNSV_2': 'Coal', 'COLNSV_3': 'Coal', 'COLNSV_4': 'Coal'}",-20.543333,147.806944
CSPVPS,Collinsville,NEM,QLD,{'CSPVPS1': 'Solar'},-20.55714,147.820552
COLONGRA,Colongra,NEM,NSW,"{'CG3': 'Gas', 'CG2': 'Gas', 'CG1': 'Gas', 'CG4': 'Gas'}",-33.208781,151.54354
COLUMSF,Columboola,NEM,QLD,{'COLUMSF1': 'Solar'},-26.636088,150.28221
CPSA,Condamine A,NEM,QLD,{'CPSA': 'Gas'},-26.666673,150.268581
CONDONG1,Condong,NEM,NSW,{'CONDONG1': 'Bioenergy'},-28.314766,153.433808
CBWF,Coonoer Bridge,NEM,VIC,{'CBWF1': 'Wind'},-36.472722,143.322039
COOPGWF,Coopers Gap,NEM,QLD,{'COOPGWF1': 'Wind'},-26.717004,151.449177
COPTNHYD,Copeton,NEM,NSW,{'COPTNHYD': 'Hydro'},-29.907544,150.930235
CORIO,Corio,NEM,VIC,{'CORIO1': 'Bioenergy'},-38.059048,144.404905
CRWASF1,Corowa,NEM,NSW,{'CRWASF1': 'Solar'},-35.98629,146.361456
CROOKWEL,Crookwell,NEM,NSW,{'CROOKWEL': 'Wind'},-34.5165,149.54248
CROOKWF2,Crookwell 2,NEM,NSW,{'CROOKWF2': 'Wind'},-34.547676,149.589254
CROOKWF3,Crookwell 3,NEM,NSW,{'CROOKWF3': 'Wind'},-34.484645,149.54447
CROWLWF,Crowlands,NEM,VIC,{'CROWLWF1': 'Wind'},-36.97615,143.097998
CRURWF1,Crudine Ridge,NEM,NSW,{'CRURWF1': 'Wind'},-32.864748,149.81297
CULCSF,Culcairn,NEM,NSW,{'CUSF1': 'Solar'},-35.709592,146.981761
CULLERIN,Cullerin Range,NEM,NSW,{'CULLRGWF': 'Wind'},-34.750995,149.381027
DAANDINE,Daandine,NEM,QLD,{'DAANDINE': 'Gas'},-27.086294,150.942528
DALNTH,Dalrymple North,NEM,SA,"{'DALNTH1': 'Battery', 'DALNTH01': 'Battery', 'DALNTHL1': 'Battery'}",-34.888446,137.758114
DDPS1,Darling Downs,NEM,QLD,{'DDPS1': 'Gas'},-27.116851,150.895391
DDSF,Darling Downs,NEM,QLD,{'DDSF1': 'Solar'},-27.112,150.8819
DARLSF,Darlington Point,NEM,NSW,{'DARLSF1': 'Solar'},-34.644808,146.035756
DPNTB,Darlington Point,NEM,NSW,"{'DPNTBG1': 'Battery', 'DPNTBL1': 'Battery', 'DPNTB1': 'Battery'}",-34.646668,146.034982
DARTM,Dartmouth,NEM,VIC,{'DARTM1': 'Hydro'},-36.55529,147.519872
DAYDSF,Daydream,NEM,QLD,{'DAYDSF1': 'Solar'},-20.512804,147.691968
DEVILS_G,Devils Gate,NEM,TAS,{'DEVILS_G': 'Hydro'},-41.349925,146.262709
DIAPURWF,Diapur 2,NEM,VIC,{'DIAPURWF1': 'Wind'},-36.339953,141.447361
DRYCGT,Dry Creek,NEM,SA,"{'DRYCGT3': 'Gas', 'DRYCGT2': 'Gas', 'DRYCGT1': 'Gas'}",-34.847293,138.582297
DULAWF,Dulacca,NEM,QLD,{'DULAWF1': 'Wind'},-26.637485,149.870186
DUNDWF,Dundonnell,NEM,VIC,"{'DUNDWF3': 'Wind', 'DUNDWF2': 'Wind', 'DUNDWF1': 'Wind'}",-37.863894,142.943454
PMATTAEP,Earthpower,NEM,NSW,{'PMATTAEP': 'Gas'},-33.824397,151.042142
EASTCRK,Eastern Creek,NEM,NSW,{'EASTCRK': 'Bioenergy'},-33.815468,150.854307
EASTCRK2,Eastern Creek 2,NEM,NSW,{'EASTCRK2': 'Bioenergy'},-33.815468,150.854307
EDENVSF,Edenvale,NEM,QLD,{'EDENVSF1': 'Solar'},-26.947486,150.578494
EILDON,Eildon,NEM,VIC,"{'EILDON1': 'Hydro', 'EILDON2': 'Hydro'}",-37.221262,145.920966
EILDONPD,Eildon,NEM,VIC,{'EILDON3': 'Hydro'},-37.221774,145.922582
ELAINEWF,Elaine,NEM,VIC,{'ELAINWF1': 'Wind'},-37.6352,144.0237
EMERASF,Emerald,NEM,QLD,{'EMERASF1': 'Solar'},-23.50879,148.128017
ENERGYB,Energy Brix,NEM,VIC,"{'MOR1': 'Coal', 'MOR2': 'Coal', 'MOR3': 'Coal'}",-38.254444,146.413611
ERARING,Eraring,NEM,NSW,"{'ER01': 'Coal', 'ER02': 'Coal', 'ER03': 'Coal', 'ER04': 'Coal'}",-33.061548,151.524612
ERB,Eraring,NEM,NSW,"{'ERBG01': 'Battery', 'ERB01': 'Battery', 'ERBL01': 'Battery'}",-33.066837,151.515026
ERGT01,Eraring,NEM,NSW,{'ERGT01': 'distillate'},-33.062117,151.517224
0ERB2,Eraring 2,NEM,NSW,"{'0ERB201': 'Battery', '0ERB2L1': 'Battery', '0ERB2G1': 'Battery'}",-33.066837,151.515026
FWF,Ferguson,NEM,VIC,"{'FNWF1': 'Wind', 'FSWF1': 'Wind'}",-38.610902,143.179321
FINLEYSF,Finley,NEM,NSW,{'FINLYSF1': 'Solar'},-35.64421,145.508644
FISHER,Fisher,NEM,TAS,{'FISHER': 'Hydro'},-41.672662,146.268739
FLYCRKWF,Flyers Creek,NEM,NSW,{'FLYCRKWF': 'Wind'},-33.521475,149.045234
0FULHAMSF,Fulham,NEM,VIC,"{'0FULHAMSF1': 'Solar', '0FULHAMB1': 'Battery', '0FULHAML1': 'Battery', '0FULHAMG1': 'Battery'}",-38.121256,146.973124
GANGARR,Gangarri,NEM,QLD,{'GANGARR1': 'Solar'},-26.254813,149.986704
GANNBESS,Gannawarra,NEM,VIC,"{'GANNBL1': 'Battery', 'GANNB1': 'Battery', 'GANNBG1': 'Battery'}",-33.735056,143.779462
GANNSF,Gannawarra,NEM,VIC,{'GANNSF1': 'Solar'},-35.73,143.7711
GEORGTWN,George Town,NEM,TAS,"{'GEORGTN1': 'distillate', 'GEORGTN2': 'distillate'}",-41.091063,146.893204
GERMCRK,German Creek,NEM,QLD,{'GERMCRK': 'Gas'},-22.928526,148.549097
GIRGSF,Girgarre,NEM,VIC,{'GIRGSF': 'Solar'},-26.2548,149.9867
GSTONE,Gladstone,NEM,QLD,"{'GSTONE1': 'Coal', 'GSTONE4': 'Coal', 'GSTONE3': 'Coal', 'GSTONE6': 'Coal', 'GSTONE5': 'Coal', 'GSTONE2': 'Coal'}",-23.848741,151.220787
GLBWNHYD,Glenbawn,NEM,NSW,{'GLBWNHYD': 'Hydro'},-32.107937,150.999481
0GLENELLEN,Glenellen,NEM,NSW,{'0GLENELLEN': 'Solar'},-35.929882,146.909107
GLENMAGG,Glenmaggie,NEM,VIC,{'GLENMAG1': 'Hydro'},-37.904836,146.800388
GLENNCRK,Glennies Creek,NEM,NSW,{'GLENNCRK': 'Gas'},-32.464343,151.130432
GLENSF,Glenrowan,NEM,VIC,{'GLENSF1': 'Solar'},-36.464,146.221
GLRWNSF,Glenrowan West,NEM,VIC,{'GLRWNSF1': 'Solar'},-36.488083,146.146887
GPWFEST,Golden Plains East,NEM,VIC,"{'GPWFEST3': 'Wind', 'GPWFEST1': 'Wind', 'GPWFEST2': 'Wind'}",-37.9729,143.783
0GPWFWST,Golden Plains West,NEM,VIC,{'0GPWFWST1': 'Wind'},-37.90844,143.664887
GOONUMSF,Goonumbla,NEM,NSW,{'GOONSF1': 'Solar'},-33.106413,148.099274
0GOORESF,Goorambat,NEM,VIC,{'0GOORESF1': 'Solar'},-36.427352,145.918853
GORDON,Gordon,NEM,TAS,"{'GOVILLB1': 'Hydro', 'GORDON': 'Hydro'}",-42.740157,145.983375
0GRIVSF,Goulburn River,NEM,NSW,"{'0GRIVBESS1': 'Battery', '0GRIVBESSG1': 'Battery', '0GRIVBESSL1': 'Battery', '0GRIVSF1': 'Solar'}",-32.282141,150.102488
GSWF,Goyder South,NEM,SA,"{'GSWF1B1': 'Wind', 'GSWF1A': 'Wind'}",-33.682196,138.936249
GRANGEAV,Grange Avenue,NEM,NSW,{'GRANGEAV': 'Bioenergy'},-33.713011,150.83316
GRANWF,Granville Harbour,NEM,TAS,{'GRANWF1': 'Wind'},-41.802,145.056
GREENB,Greenbank,NEM,QLD,"{'GREENB1L1': 'Battery', 'GREENB1G1': 'Battery', 'GREENB1': 'Battery'}",-27.733562,152.955042
GRIFSF,Griffith,NEM,NSW,{'GRIFSF1': 'Solar'},-34.317414,146.120739
GROSV1,Grosvenor 1,NEM,QLD,{'GROSV1': 'Gas'},-21.929194,148.032416
GROSV2,Grosvenor 2,NEM,QLD,{'GROSV2': 'Gas'},-21.929194,148.032416
GULLRGWF,Gullen Range,NEM,NSW,"{'GULLRSF1': 'Solar', 'GULLRWF1': 'Wind'}",-34.624512,149.458549
GNNDHSF,Gunnedah,NEM,NSW,{'GNNDHSF1': 'Solar'},-30.965469,150.367917
GUNNING,Gunning,NEM,NSW,{'GUNNING1': 'Wind'},-34.676361,149.66443
0GUNSYNDSF,Gunsynd,NEM,QLD,{'0GUNSYNDSF': 'Solar'},-28.408388,150.343437
SNOWY3,Guthega,NEM,NSW,"{'GUTHEGA': 'Hydro', 'SNOWY3': 'Hydro'}",-36.349772,148.41403
HLMSEW01,Hallam,NEM,VIC,{'HLMSEW01': 'Hydro'},-38.143332,145.119964
HALAMRD,Hallam Road,NEM,VIC,{'HALAMRD1': 'Bioenergy'},-38.052181,145.267798
AGLHAL,Hallett,NEM,SA,{'AGLHAL': 'Gas'},-33.34931,138.752633
HALLWF,Hallett 1,NEM,SA,{'HALLWF1': 'Wind'},-33.328434,138.704669
HALLWF2,Hallett 2,NEM,SA,{'HALLWF2': 'Wind'},-33.53821,138.857215
HAMISF,Hamilton,NEM,QLD,{'HAMISF1': 'Solar'},-20.468593,147.799484
HAMPTON,Hampton,NEM,NSW,{'HAMPTON': 'Wind'},-33.649722,150.05
HVWW,Happy Valley,NEM,SA,"{'HVWWBA1': 'Battery', 'HVWWPV1': 'Solar', 'HVWWBA1G': 'Battery', 'HVWWBA1L': 'Battery'}",-35.063118,138.56476
HASTING,Hastings,NEM,VIC,"{'HASTINGS1': 'Gas', 'HASTINGS2': 'Gas', 'HASTINGS3': 'Gas'}",-38.295952,145.221926
HAUGHT1,Haughton,NEM,QLD,{'HAUGHT11': 'Solar'},-19.732168,147.076137
HD1WF,Hawkesdale,NEM,VIC,{'HD1WF1': 'Wind'},-38.148008,142.360925
HAYMSF,Hayman,NEM,QLD,{'HAYMSF1': 'Solar'},-20.487516,147.744778
HAZEL,Hazelwood,NEM,VIC,"{'HWPS1': 'Coal', 'HWPS2': 'Coal', 'HWPS4': 'Coal', 'HWPS5': 'Coal', 'HWPS6': 'Coal', 'HWPS7': 'Coal', 'HWPS8': 'Coal', 'HWPS3': 'Coal'}",-38.270575,146.389794
HBESS,Hazelwood BESS,NEM,VIC,"{'HBESSG1': 'Battery', 'HBESSL1': 'Battery', 'HBESS1': 'Battery'}",-38.269216,146.394724
HEPWIND,Hepburn,NEM,VIC,{'HEPWIND1': 'Wind'},-37.424555,144.115711
HIGHBRY,Highbury,NEM,SA,{'HIGHBRY1': 'Bioenergy'},,
HILLSTN,Hillston Sun,NEM,NSW,{'HILLSTN1': 'Solar'},-33.532991,145.522279
HORNSDAL,Hornsdale,NEM,SA,{'HDWF1': 'Wind'},-33.05982,138.537673
HORNSDAL2,Hornsdale 2,NEM,SA,{'HDWF2': 'Wind'},-33.05982,138.537673
HORNSDAL3,Hornsdale 3,NEM,SA,{'HDWF3': 'Wind'},-33.05982,138.537673
HORNSDPR,Hornsdale Power Reserve,NEM,SA,"{'HPRL1': 'Battery', 'HPR1': 'Battery', 'HPRG1': 'Battery'}",-33.085519,138.521914
0HORSHAMSF,Horsham,NEM,VIC,"{'0HORSHAMB1': 'Battery', '0HORSHAML1': 'Battery', '0HORSHAMG1': 'Battery', '0HORSHAMSF': 'Solar'}",-36.71577,142.25956
HUGSF,Hughenden,NEM,QLD,{'HUGSF1': 'Solar'},-20.854794,144.186048
HUMENSW,Hume,NEM,NSW,{'HUMENSW': 'Hydro'},-36.106383,147.032263
HUMEV,Hume,NEM,VIC,{'HUMEV': 'Hydro'},-36.106887,147.032572
HUNTER,Hunter,NEM,NSW,"{'HUNTER1': 'Gas', 'HUNTER2': 'Gas'}",-32.793406,151.478353
HEZ,Hunter Economic Zone,NEM,NSW,"{'HEZ1': 'distillate', 'HEZ': 'distillate'}",-32.835481,151.451033
HUNTVGT,Hunter Valley,NEM,NSW,{'HVGTS': 'distillate'},-32.389989,150.965963
INVICTA,Invicta Sugar Mill,NEM,QLD,{'INVICTA': 'Bioenergy'},-19.51579,147.10653
ICSM,Isis Central Sugar Mill,NEM,QLD,{'ICSM': 'Bioenergy'},-25.197619,152.206949
JACKSGUL,Jacks Gully,NEM,NSW,{'JACKSGUL': 'Bioenergy'},-34.072955,150.743691
JEERA,Jeeralang A,NEM,VIC,"{'JLA02': 'Gas', 'JLA03': 'Gas', 'JLA01': 'Gas', 'JLA04': 'Gas'}",-38.275111,146.427046
JEERB,Jeeralang B,NEM,VIC,"{'JLB01': 'Gas', 'JLB02': 'Gas', 'JLB03': 'Gas'}",-38.273845,146.424827
JEMALNG1,Jemalong,NEM,NSW,{'JEMALNG1': 'Solar'},-33.388764,147.669375
JNDSHPS,Jindabyne,NEM,NSW,{'JNDABNE1': 'Hydro'},-36.434918,148.63057
SNWYGJP2,Jindabyne Pump At Guthega,NEM,NSW,"{'SNWYGJP2': 'Hydro', 'SNOWYGJP': 'Hydro'}",-36.434918,148.63057
JBUTTERS,John Butters,NEM,TAS,{'JBUTTERS': 'Hydro'},-42.15589,145.536508
JOUNAMA,Jounama,NEM,NSW,{'JOUNAMA1': 'Hydro'},-35.561274,148.306384
JUNEESF,Junee,NEM,NSW,{'JUNEESF1': 'Solar'},-34.81124,147.572099
KABANWF,Kaban,NEM,QLD,{'KABANWF1': 'Wind'},-17.560606,145.413125
KARSF,Karadoc,NEM,VIC,{'KARSF1': 'Solar'},-34.227904,142.28033
KAREEYA,Kareeya,NEM,QLD,"{'KAREEYA4': 'Hydro', 'KAREEYA3': 'Hydro', 'KAREEYA1': 'Hydro', 'KAREEYA2': 'Hydro', 'KAREEYA5': 'Hydro'}",-17.766456,145.576884
KEEPIT,Keepit,NEM,NSW,{'KEEPIT': 'Hydro'},-30.87868,150.491876
AGLSITA,Kemps Creek,NEM,NSW,{'AGLSITA1': 'Bioenergy'},-33.874591,150.761858
KENNEDY,Kennedy Energy Park,NEM,QLD,"{'KEPSF1': 'Solar', 'KEPBL1': 'Battery', 'KEPBG1': 'Battery', 'KEPWF1': 'Wind'}",-20.872792,144.413034
KERNGSP,Kerang,NEM,VIC,{'KERNGSP1': 'Solar'},-35.779895,143.941051
KIAMSF1,Kiamal,NEM,VIC,{'KIAMSF1': 'Solar'},-35.018133,142.302953
KIATAWF,Kiata,NEM,VIC,{'KIATAWF1': 'Wind'},-36.397693,141.746827
0KIDSTON,Kidston,NEM,QLD,{'0KIDSTON': 'Hydro'},-18.865892,144.15955
KSP1,Kidston,NEM,QLD,{'KSP1': 'Solar'},-18.88,144.151
KINCUMB,Kincumber,NEM,NSW,{'KINCUM1': 'Bioenergy'},-33.477111,151.402603
KINGASF,Kingaroy,NEM,QLD,{'KINGASF1': 'Solar'},-26.537087,151.890398
KOGANCK,Kogan Creek,NEM,QLD,{'KPP_1': 'Coal'},-26.915285,150.748948
KOOLKHAN,Koolkhan,NEM,NSW,{'KKGTS': 'Gas'},,
KESS1,Koorangie,NEM,VIC,"{'KESSB1': 'Battery', 'KESSL1': 'Battery', 'KESSG1': 'Battery'}",-35.735367,143.754813
KRCCOGEN,KRC Cogen,NEM,QLD,{'KRCCOGEN': 'Gas'},-27.57359,151.926883
LADBROKE,Ladbroke Grove,NEM,SA,"{'LADBROK2': 'Gas', 'LADBROK1': 'Gas'}",-37.456183,140.782699
LBBESS,Lake Bonney,NEM,SA,"{'LBBL1': 'Battery', 'LBB1': 'Battery', 'LBBG1': 'Battery'}",-37.738787,140.384672
LKBONNY1,Lake Bonney,NEM,SA,{'LKBONNY1': 'Wind'},-37.760504,140.405541
LKBONNY_2,Lake Bonney 2,NEM,SA,{'LKBONNY2': 'Wind'},-37.760504,140.405541
LKBONNY3,Lake Bonney 3,NEM,SA,{'LKBONNY3': 'Wind'},-37.760504,140.405541
LK_ECHO,Lake Echo,NEM,TAS,{'LK_ECHO': 'Hydro'},-42.253339,146.620515
0LANCSF,Lancaster,NEM,VIC,{'0LANCSF1': 'Solar'},-36.290467,145.141535
LVES,Latrobe Valley,NEM,VIC,"{'LVESG1': 'Battery', 'LVES1': 'Battery', 'LVESL1': 'Battery'}",-38.258183,146.418614
LNGS,Laverton North,NEM,VIC,"{'LNGS1': 'Gas', 'LAVNORTH': 'Gas', 'LNGS2': 'Gas'}",-37.841693,144.788006
LEM_WIL,Lemonthyme / Wilmot,NEM,TAS,{'LEM_WIL': 'Hydro'},-41.483135,146.125338
0LIDDELLBESS,Liddell,NEM,NSW,"{'0LIDDELLBESSG1': 'Battery', '0LIDDELLBESSL1': 'Battery', '0LIDDELLBESS1': 'Battery'}",-32.37564,150.978578
LIDDELL,Liddell,NEM,NSW,"{'LD03': 'Coal', 'LD04': 'Coal', 'LD02': 'Coal', 'LD01': 'Coal'}",-32.369027,150.980112
LILYVASF,Lilyvale,NEM,QLD,{'LILYSF1': 'Solar'},-23.070504,148.413865
0LCNBESS,Limestone Coast North,NEM,SA,"{'0LCNBESS1': 'Battery', '0LCNBESSL1': 'Battery', '0LCNBESSG1': 'Battery'}",-37.733181,140.840805
LIMBESS,Limondale,NEM,NSW,"{'LIMBESS1': 'Battery', 'LIMBESSL1': 'Battery', 'LIMBESSG1': 'Battery'}",-34.769354,143.559464
LIMOSF1,Limondale,NEM,NSW,{'LIMOSF11': 'Solar'},-34.775502,143.508046
LIMOSF2,Limondale 2,NEM,NSW,{'LIMOSF21': 'Solar'},-34.775502,143.508046
LGAPWF1,Lincoln Gap,NEM,SA,"{'LGAPWF2': 'Wind', 'LGAPWF1': 'Wind'}",-32.546333,137.552763
0LOCKHART,Lockhart,NEM,NSW,"{'0LOCKHARTSF': 'Solar', '0LOCKHARTBESS': 'Battery', '0LOCKHARTBESSG1': 'Battery', '0LOCKHARTBESSL1': 'Battery'}",-35.217506,146.70322
LONGFORD,Longford,NEM,VIC,{'LONGFORD': 'Gas'},-38.223244,147.1631
LRSF,Longreach,NEM,QLD,{'LRSF1': 'Solar'},-23.455048,144.227917
LONSDALE,Lonsdale,NEM,SA,{'LONSDALE': 'distillate'},-35.109718,138.490962
0LOTUSCRKWF,Lotus Creek,NEM,QLD,{'0LOTUSCRKWF': 'Wind'},-22.366535,149.27332
LOYYANGA,Loy Yang A,NEM,VIC,"{'LYA1': 'Coal', 'LYA4': 'Coal', 'LYA3': 'Coal', 'LYA2': 'Coal'}",-38.250622,146.576361
LOYYB,Loy Yang B,NEM,VIC,"{'LOYYB2': 'Coal', 'LOYYB1': 'Coal'}",-38.253619,146.585593
LUCASHGT,Lucas Heights,NEM,NSW,{'LUCASHGT': 'Bioenergy'},-34.04829,150.973916
LUCAS2S2,Lucas Heights 2,NEM,NSW,{'LUCAS2S2': 'Bioenergy'},-34.044088,150.972475
MACARTH,Macarthur,NEM,VIC,{'MACARTH1': 'Wind'},-38.043483,142.179081
MCINTYR,MacIntyre,NEM,QLD,{'MCINTYR1': 'Wind'},-28.2163,152.0327
MACKAY,Mackay,NEM,QLD,{'MACKAYGT': 'distillate'},-21.144441,149.159171
MACKNTSH,Mackintosh,NEM,TAS,{'MACKNTSH': 'Hydro'},-41.701363,145.646558
MANSLR,Manildra,NEM,NSW,{'MANSLR1': 'Solar'},-33.172831,148.71824
MANNUMB,Mannum,NEM,SA,"{'MANNUMB1': 'Battery', 'MANNUMBG1': 'Battery', 'MANNUMBL1': 'Battery'}",-34.917537,139.262695
MANNSF,Mannum 2,NEM,SA,{'MANNSF2': 'Solar'},-34.9144,139.2681
MAPS2,Mannum Pumping Station,NEM,SA,"{'MAPS2PV1': 'Solar', 'MAPS3PV1': 'Solar'}",-34.920217,139.314438
MAROOWF1,Maroona,NEM,VIC,{'MAROOWF1': 'Wind'},-37.41875,142.82434
MARYRSF,Maryrorough,NEM,QLD,{'MARYRSF1': 'Solar'},-27.708973,151.546869
0MARYVALE,Maryvale,NEM,NSW,"{'0MVSOLAR1': 'Solar', '0MVBESS1': 'Battery', '0MVBESSG1': 'Battery', '0MVBESSL1': 'Battery'}",-32.465112,148.913306
MEADOWBK,Meadowbank,NEM,TAS,"{'MEADOWBK': 'Hydro', 'MEADOWB2': 'distillate'}",-42.610835,146.846388
0MREH,Melbourne A1,NEM,VIC,"{'MREHAG1': 'Battery', 'MREHA1': 'Battery', 'MREHAL1': 'Battery'}",-37.661274,144.726302
0MREHA2,Melbourne A2,NEM,VIC,"{'MREHAG2': 'Battery', 'MREHAL2': 'Battery', 'MREHA2': 'Battery'}",-37.663934,144.726927
MREHA3,Melbourne A3,NEM,VIC,"{'MREHA3': 'Battery', 'MREHAL3': 'Battery', 'MREHAG3': 'Battery'}",-37.663819,144.726859
METZSF,Metz N,NEM,NSW,{'METZSF1': 'Solar'},-30.4915,151.6701
MIDDLSF1,Middlemount,NEM,QLD,{'MIDDLSF1': 'Solar'},-22.822235,148.720115
MIDLDPS,Midlands,NEM,TAS,{'MIDLDPS1': 'Hydro'},-42.085747,147.274558
MILLMERN,Millmerran,NEM,QLD,"{'MPP_1': 'Coal', 'MPP_2': 'Coal'}",-27.961657,151.28091
MINTARO,Mintaro,NEM,SA,"{'MINTARO': 'Gas', 'MINTNL1': 'Gas'}",-33.903149,138.738797
MOKOSF,Mokoan,NEM,VIC,{'MOKOSF1': 'Solar'},-36.487519,146.122634
MOLNGSF1,Molong,NEM,NSW,{'MOLNGSF1': 'Solar'},-33.082578,148.900073
MOORAWF1,Moorabool,NEM,VIC,{'MOORAWF1': 'Wind'},-37.739433,144.171985
MORANBAH,Moranbah,NEM,QLD,{'MORANBAH': 'Gas'},-21.962469,148.006004
MBAHNTH,Moranbah North,NEM,QLD,{'MBAHNTH': 'Gas'},-21.978481,148.004809
MOREESF,Moree,NEM,NSW,{'MOREESF1': 'Solar'},-29.572607,149.861266
MWPS,Morganwhyalla Pipeline,NEM,SA,"{'MWPS1PV1': 'Solar', 'MWPS2PV1': 'Solar', 'MWPS3PV1': 'Solar', 'MWPS4PV1': 'Solar'}",-33.97382,139.193756
0MORNBESS,Mornington,NEM,VIC,"{'0MORNBESS1': 'Battery', '0MORNBESSL1': 'Battery', '0MORNBESSG1': 'Battery'}",-38.268707,145.204823
MORNW,Mornington Disposal,NEM,VIC,{'MORNW': 'Bioenergy'},-38.392054,144.854791
0MRTLKBESS,Mortlake,NEM,VIC,"{'0MRTLKBESS': 'Battery', '0MRTLKBESSL1': 'Battery', '0MRTLKBESSG1': 'Battery'}",-38.06698,142.669466
MORTLK,Mortlake,NEM,VIC,"{'MORTLK11': 'Gas', 'MORTLK12': 'Gas'}",-38.062628,142.66633
MRTLSWF,Mortlake South,NEM,VIC,{'MRTLSWF1': 'Wind'},-38.147965,142.882246
MLWF,Mortons Lane,NEM,VIC,{'MLWF1': 'Wind'},-37.833186,142.465288
MOUSF,Moura,NEM,QLD,{'MOUSF1': 'Solar'},-24.509628,150.076648
MEWF,Mt Emerald,NEM,QLD,{'MEWF1': 'Wind'},-17.133248,145.380037
MTGELWF,Mt Gellibrand,NEM,VIC,{'MTGELWF1': 'Wind'},-38.257657,143.798651
MTMERCER,Mt Mercer,NEM,VIC,{'MERCER01': 'Wind'},-37.847593,143.870183
MTMILLAR,Mt Millar,NEM,SA,{'MTMILLAR': 'Wind'},-33.619342,136.717568
MP,Mt Piper,NEM,NSW,"{'MP1': 'Coal', 'MP2': 'Coal'}",-33.360715,150.035698
MSTUART,Mt Stuart,NEM,QLD,"{'MSTUART1': 'distillate', 'MSTUART3': 'distillate', 'MSTUART2': 'distillate'}",-19.337156,146.851239
MLLFGEF,Mugga Lane,NEM,NSW,{'MLLFGEF1': 'Bioenergy'},-35.38517,149.137937
MLSP,Mugga Lane,NEM,NSW,{'MLSP1': 'Solar'},-35.398441,149.14906
MM,Munmorah,NEM,NSW,"{'MM4': 'Coal', 'MM3': 'Coal'}",-33.211781,151.542161
MUCRKSF,Munna Creek,NEM,QLD,{'MUCRKSF1': 'Solar'},-25.882106,152.459626
MUWAWF,Murra Warra,NEM,VIC,"{'MUWAWF1': 'Wind', 'MUWAWF2': 'Wind'}",-36.438821,142.246003
MURRAY,Murray,NEM,VIC,{'MURRAY': 'Hydro'},-36.245992,148.188552
MBPS2,Murray Bridge-Onkaparinga,NEM,SA,{'MBPS2PV1': 'Solar'},-35.094093,139.211511
MUSSELRO,Musselroe,NEM,TAS,{'MUSSELR1': 'Wind'},-40.777105,148.006315
NASF,Narromine,NEM,NSW,{'NASF1': 'Solar'},-32.218323,148.254523
NEVERSF,Nevertire,NEM,NSW,{'NEVERSF1': 'Solar'},-31.831044,147.705178
NEWENSF,New England,NEM,NSW,"{'0NEWENBESS1': 'Battery', 'NEWENSF1': 'Solar', 'NEWENSF2': 'Solar', '0NEWENBESSL1': 'Battery', '0NEWENBESSG1': 'Battery'}",-30.627323,151.556425
NEWPORT,Newport,NEM,VIC,{'NPS': 'Gas'},-37.841374,144.895479
NBHWF,North Brown Hill,NEM,SA,{'NBHWF1': 'Wind'},-33.228116,138.716888
NORTHGT,Northern,NEM,NSW,{'NGTS': 'Gas'},,
NORTHP,Northern,NEM,SA,"{'NPS2': 'Coal', 'NPS1': 'Coal', 'NPSNL1': 'Coal', 'NPSNL2': 'Coal'}",-32.5429,137.7874
NUMURKSF,Numurkah,NEM,VIC,{'NUMURSF1': 'Solar'},-36.159275,145.473891
NYNGAN,Nyngan,NEM,NSW,{'NYNGAN1': 'Solar'},-31.563191,147.074195
OAKEY,Oakey,NEM,QLD,"{'OAKEY1': 'Gas', 'OAKEY2': 'Gas'}",-27.418207,151.678887
OAKEY2SF,Oakey 2,NEM,QLD,{'OAKEY2SF': 'Solar'},-27.402454,151.642576
OAKEY1SF,Oakey Solar Farm,NEM,QLD,{'OAKEY1SF': 'Solar'},-27.402454,151.642576
OAKLAND,Oaklands Hill,NEM,VIC,{'OAKLAND1': 'Wind'},-37.679481,142.552995
OCPS,Oaky Creek,NEM,QLD,{'OAKYCREK': 'Gas'},-23.048717,148.484462
OAKY2,Oaky Creek 2,NEM,QLD,{'OAKY2': 'Gas'},-23.048717,148.484462
